time_ms,task_id,task_name,event,vruntime,vd,V,remaining_ms
0.0000,1,burner_0,arrival,0.0000,0.0000,0.0000,150.0000
0.0000,2,burner_1,arrival,0.0000,0.0000,0.0000,150.0000
0.0000,3,burner_2,arrival,0.0000,0.0000,0.0000,150.0000
0.0000,4,burner_3,arrival,0.0000,0.0000,0.0000,150.0000
0.0000,1,burner_0,start,0.0000,0.0000,0.0000,150.0000
1.5000,1,burner_0,preempt,1.5000,0.0000,0.0000,148.5000
1.5000,2,burner_1,start,0.0000,0.0000,0.0000,150.0000
3.0000,2,burner_1,preempt,1.5000,0.0000,0.0000,148.5000
3.0000,3,burner_2,start,0.0000,0.0000,0.0000,150.0000
4.5000,3,burner_2,preempt,1.5000,0.0000,0.0000,148.5000
4.5000,4,burner_3,start,0.0000,0.0000,0.0000,150.0000
6.0000,4,burner_3,preempt,1.5000,0.0000,1.5000,148.5000
6.0000,1,burner_0,start,1.5000,0.0000,1.5000,148.5000
7.5000,1,burner_0,preempt,3.0000,0.0000,1.5000,147.0000
7.5000,2,burner_1,start,1.5000,0.0000,1.5000,148.5000
9.0000,2,burner_1,preempt,3.0000,0.0000,1.5000,147.0000
9.0000,3,burner_2,start,1.5000,0.0000,1.5000,148.5000
10.5000,3,burner_2,preempt,3.0000,0.0000,1.5000,147.0000
10.5000,4,burner_3,start,1.5000,0.0000,1.5000,148.5000
12.0000,4,burner_3,preempt,3.0000,0.0000,3.0000,147.0000
12.0000,1,burner_0,start,3.0000,0.0000,3.0000,147.0000
13.5000,1,burner_0,preempt,4.5000,0.0000,3.0000,145.5000
13.5000,2,burner_1,start,3.0000,0.0000,3.0000,147.0000
15.0000,2,burner_1,preempt,4.5000,0.0000,3.0000,145.5000
15.0000,3,burner_2,start,3.0000,0.0000,3.0000,147.0000
16.5000,3,burner_2,preempt,4.5000,0.0000,3.0000,145.5000
16.5000,4,burner_3,start,3.0000,0.0000,3.0000,147.0000
18.0000,4,burner_3,preempt,4.5000,0.0000,4.5000,145.5000
18.0000,1,burner_0,start,4.5000,0.0000,4.5000,145.5000
19.5000,1,burner_0,preempt,6.0000,0.0000,4.5000,144.0000
19.5000,2,burner_1,start,4.5000,0.0000,4.5000,145.5000
21.0000,2,burner_1,preempt,6.0000,0.0000,4.5000,144.0000
21.0000,3,burner_2,start,4.5000,0.0000,4.5000,145.5000
22.5000,3,burner_2,preempt,6.0000,0.0000,4.5000,144.0000
22.5000,4,burner_3,start,4.5000,0.0000,4.5000,145.5000
24.0000,4,burner_3,preempt,6.0000,0.0000,6.0000,144.0000
24.0000,1,burner_0,start,6.0000,0.0000,6.0000,144.0000
25.5000,1,burner_0,preempt,7.5000,0.0000,6.0000,142.5000
25.5000,2,burner_1,start,6.0000,0.0000,6.0000,144.0000
27.0000,2,burner_1,preempt,7.5000,0.0000,6.0000,142.5000
27.0000,3,burner_2,start,6.0000,0.0000,6.0000,144.0000
28.5000,3,burner_2,preempt,7.5000,0.0000,6.0000,142.5000
28.5000,4,burner_3,start,6.0000,0.0000,6.0000,144.0000
30.0000,4,burner_3,preempt,7.5000,0.0000,7.5000,142.5000
30.0000,1,burner_0,start,7.5000,0.0000,7.5000,142.5000
31.5000,1,burner_0,preempt,9.0000,0.0000,7.5000,141.0000
31.5000,2,burner_1,start,7.5000,0.0000,7.5000,142.5000
33.0000,2,burner_1,preempt,9.0000,0.0000,7.5000,141.0000
33.0000,3,burner_2,start,7.5000,0.0000,7.5000,142.5000
34.5000,3,burner_2,preempt,9.0000,0.0000,7.5000,141.0000
34.5000,4,burner_3,start,7.5000,0.0000,7.5000,142.5000
36.0000,4,burner_3,preempt,9.0000,0.0000,9.0000,141.0000
36.0000,1,burner_0,start,9.0000,0.0000,9.0000,141.0000
37.5000,1,burner_0,preempt,10.5000,0.0000,9.0000,139.5000
37.5000,2,burner_1,start,9.0000,0.0000,9.0000,141.0000
39.0000,2,burner_1,preempt,10.5000,0.0000,9.0000,139.5000
39.0000,3,burner_2,start,9.0000,0.0000,9.0000,141.0000
40.5000,3,burner_2,preempt,10.5000,0.0000,9.0000,139.5000
40.5000,4,burner_3,start,9.0000,0.0000,9.0000,141.0000
42.0000,4,burner_3,preempt,10.5000,0.0000,10.5000,139.5000
42.0000,1,burner_0,start,10.5000,0.0000,10.5000,139.5000
43.5000,1,burner_0,preempt,12.0000,0.0000,10.5000,138.0000
43.5000,2,burner_1,start,10.5000,0.0000,10.5000,139.5000
45.0000,2,burner_1,preempt,12.0000,0.0000,10.5000,138.0000
45.0000,3,burner_2,start,10.5000,0.0000,10.5000,139.5000
46.5000,3,burner_2,preempt,12.0000,0.0000,10.5000,138.0000
46.5000,4,burner_3,start,10.5000,0.0000,10.5000,139.5000
48.0000,4,burner_3,preempt,12.0000,0.0000,12.0000,138.0000
48.0000,1,burner_0,start,12.0000,0.0000,12.0000,138.0000
49.5000,1,burner_0,preempt,13.5000,0.0000,12.0000,136.5000
49.5000,2,burner_1,start,12.0000,0.0000,12.0000,138.0000
51.0000,2,burner_1,preempt,13.5000,0.0000,12.0000,136.5000
51.0000,3,burner_2,start,12.0000,0.0000,12.0000,138.0000
52.5000,3,burner_2,preempt,13.5000,0.0000,12.0000,136.5000
52.5000,4,burner_3,start,12.0000,0.0000,12.0000,138.0000
54.0000,4,burner_3,preempt,13.5000,0.0000,13.5000,136.5000
54.0000,1,burner_0,start,13.5000,0.0000,13.5000,136.5000
55.5000,1,burner_0,preempt,15.0000,0.0000,13.5000,135.0000
55.5000,2,burner_1,start,13.5000,0.0000,13.5000,136.5000
57.0000,2,burner_1,preempt,15.0000,0.0000,13.5000,135.0000
57.0000,3,burner_2,start,13.5000,0.0000,13.5000,136.5000
58.5000,3,burner_2,preempt,15.0000,0.0000,13.5000,135.0000
58.5000,4,burner_3,start,13.5000,0.0000,13.5000,136.5000
60.0000,4,burner_3,preempt,15.0000,0.0000,15.0000,135.0000
60.0000,1,burner_0,start,15.0000,0.0000,15.0000,135.0000
61.5000,1,burner_0,preempt,16.5000,0.0000,15.0000,133.5000
61.5000,2,burner_1,start,15.0000,0.0000,15.0000,135.0000
63.0000,2,burner_1,preempt,16.5000,0.0000,15.0000,133.5000
63.0000,3,burner_2,start,15.0000,0.0000,15.0000,135.0000
